"Episode","Grouped runs - Returns_Instruction/dont_use_the_right_cutting_board","Grouped runs - Returns_Instruction/dont_use_the_right_cutting_board__MIN","Grouped runs - Returns_Instruction/dont_use_the_right_cutting_board__MAX","Grouped runs - _step","Grouped runs - _step__MIN","Grouped runs - _step__MAX"
"36480","20.209855714629704","19.671997639495167","20.747713789764237","380","380","380"
"36576","20.772712716795027","20.6224995649156","20.922925868674458","381","381","381"
"36672","16.048011432357455","14.892174481395418","17.20384838331949","382","382","382"
"36768","16.492920521164905","13.852167798039577","19.133673244290232","383","383","383"
"36864","20.743638152293407","20.601821847395755","20.88545445719106","384","384","384"
"36960","17.440563468546245","15.45737490682684","19.423752030265646","385","385","385"
"37056","18.411535346937896","16.806964152717267","20.01610654115852","386","386","386"
"37152","11.519633888329535","9.337000041254834","13.702267735404236","387","387","387"
"37248","12.707757593694332","9.337000041254834","16.078515146133828","388","388","388"
"37344","16.84752725415332","16.84752725415332","16.84752725415332","389","389","389"
"37440","13.595290484295651","5.835763116993597","21.354817851597705","390","390","390"
"37536","18.432731682708702","16.44253231397775","20.422931051439654","391","391","391"
"37632","19.309428297500332","19.129289900744297","19.489566694256364","392","392","392"
"37728","20.289781730393806","18.42620618902616","22.153357271761454","393","393","393"
"37824","14.111589795725262","12.925652704246207","15.297526887204317","394","394","394"
"37920","19.8851645604882","19.14976627319383","20.620562847782566","395","395","395"
"38016","20.403650916362473","20.403650916362473","20.403650916362473","396","396","396"
"38112","17.591633821063635","15.902061892884253","19.281205749243018","397","397","397"
"38208","15.804058421570392","15.804058421570392","15.804058421570392","398","398","398"
"38304","21.105607686552393","19.333831319499517","22.87738405360527","399","399","399"
"38400","19.68792795913262","17.261241656011087","22.11461426225415","400","400","400"
"38496","13.656592115125557","3.9270510579085993","23.386133172342515","401","401","401"
"38592","17.407564086184106","12.925652704246207","21.889475468122004","402","402","402"
"38688","16.775052200349933","10.896084845682289","22.654019555017573","403","403","403"
"38784","21.16869879730472","20.28476337470623","22.052634219903208","404","404","404"
"38880","21.933724634583754","21.806369043081208","22.061080226086304","405","405","405"
"38976","14.868057594759186","9.337000041254834","20.399115148263537","406","406","406"
"39072","19.39692114505397","16.75270215124651","22.04114013886143","407","407","407"
"39168","20.064084185925424","19.33336329806418","20.794805073786662","408","408","408"
"39264","19.731314592129554","18.844132898389766","20.61849628586934","409","409","409"
"39360","20.955960130867815","19.886726562279243","22.025193699456388","410","410","410"
"39456","19.424414405657135","19.424414405657135","19.424414405657135","411","411","411"
"39552","21.74884794270686","21.74884794270686","21.74884794270686","412","412","412"
"39648","22.4120234180432","21.734159243322374","23.08988759276403","413","413","413"
"39744","20.21829516535577","19.84924595467152","20.587344376040022","414","414","414"
"39840","9.58203866919958","3.9270510579085993","15.237026280490563","415","415","415"
"39936","14.167512862324173","9.247466215828963","19.087559508819385","416","416","416"
"40032","11.767033833603369","6.637276120267561","16.896791546939177","417","417","417"
"40128","12.478494638849266","4.497754498489234","20.4592347792093","418","418","418"
"40224","19.567171925330076","17.274960777013867","21.859383073646285","419","419","419"
"40320","13.68346528218467","13.68346528218467","13.68346528218467","420","420","420"
"40416","17.656370968330357","16.19150495832377","19.121236978336942","421","421","421"
"40512","18.090531214088212","16.19150495832377","19.989557469852656","422","422","422"
"40608","17.250320846041852","14.620930142046578","19.879711550037126","423","423","423"
"40704","11.737750716047318","3.695657807799236","19.7798436242954","424","424","424"
"40800","16.031755345978464","15.698854901893538","16.364655790063388","425","425","425"
"40896","16.262560281050998","16.262560281050998","16.262560281050998","426","426","426"
"40992","17.698460357500547","16.51430536723758","18.882615347763515","427","427","427"
"41088","17.01531444320711","12.880433600495763","21.150195285918453","428","428","428"
"41184","19.92703514148932","19.188643902966625","20.66542638001201","429","429","429"
"41280","13.923894131951982","13.923894131951982","13.923894131951982","430","430","430"
"41376","9.201794921041015","9.201794921041015","9.201794921041015","431","431","431"
"41472","17.14392833808332","17.14392833808332","17.14392833808332","432","432","432"
"41568","18.71923031857863","14.14367918956311","23.29478144759415","433","433","433"
"41664","16.33026805104013","14.58931441602094","18.071221686059317","434","434","434"
"41760","14.865122042328451","12.546635032391402","17.183609052265503","435","435","435"
"41856","12.30789645828219","8.404194520239688","16.211598396324693","436","436","436"
"41952","13.884436795569545","11.415875102587211","16.35299848855188","437","437","437"
"42048","21.607014432009123","21.244661778416646","21.969367085601604","438","438","438"
"42144","18.235343074937717","16.23149089994561","20.23919524992983","439","439","439"
"42240","18.688639818529552","14.121870258576664","23.25540937848244","440","440","440"
"42336","14.430793297027726","8.543884152588904","20.31770244146655","441","441","441"
"42432","20.540609838385546","19.221836603124807","21.859383073646285","442","442","442"
"42528","18.455510049505527","18.455510049505527","18.455510049505527","443","443","443"
"42624","17.02721817265104","15.921801382125922","18.132634963176155","444","444","444"
"42720","22.55132750148382","21.80787355537349","23.29478144759415","445","445","445"
"42816","8.758807880959635","8.758807880959635","8.758807880959635","446","446","446"
"42912","17.439161699047542","11.675364729662178","23.202958668432906","447","447","447"
"43008","12.516026469150676","8.403742329202185","16.628310609099167","448","448","448"
"43104","20.046158094050167","18.051176049238904","22.04114013886143","449","449","449"
"43200","14.607440616104881","9.337000041254834","19.87788119095493","450","450","450"
"43296","21.917530999671413","21.012401042553453","22.822660956789377","451","451","451"
"43392","19.895617250708366","19.825269464119245","19.965965037297487","452","452","452"
"43488","16.35299848855188","16.35299848855188","16.35299848855188","453","453","453"
"43584","16.831013946436585","16.478418840607667","17.183609052265503","454","454","454"
"43680","-8.66020325142038","-8.66020325142038","-8.66020325142038","455","455","455"
"43776","19.920307511290538","19.305636059976898","20.534978962604182","456","456","456"
"43872","16.51430536723758","16.51430536723758","16.51430536723758","457","457","457"
"43968","19.920906303925022","16.51430536723758","23.32750724061247","458","458","458"
"44064","18.239186901020737","16.51430536723758","19.96406843480389","459","459","459"
"44160","19.353915059088102","16.51430536723758","22.19352475093863","460","460","460"
"44256","17.62362065033315","16.51430536723758","18.732935933428724","461","461","461"
"44352","19.431770707626434","16.478418840607667","22.385122574645198","462","462","462"
"44448","24.94259116890097","24.94259116890097","24.94259116890097","463","463","463"
"44544","21.8406863098083","19.837271549742557","23.844101069874046","464","464","464"
"44640","13.662827944638227","10.811350522038873","16.51430536723758","465","465","465"
"44736","20.204831206651974","18.440128059824488","21.96953435347946","466","466","466"
"44832","18.990329677336092","18.990329677336092","18.990329677336092","467","467","467"
"44928","17.726381725885457","14.121870258576664","21.33089319319425","468","468","468"
"45024","23.38745478022725","20.547662546987354","26.227247013467146","469","469","469"
"45120","14.879612241104436","9.337000041254834","20.42222444095404","470","470","470"
"45216","18.297652216539184","16.496362103922625","20.098942329155744","471","471","471"
"45312","19.779951599680896","19.779951599680896","19.779951599680896","472","472","472"
"45408","19.883770607556556","16.51430536723758","23.253235847875537","473","473","473"
"45504","20.34486893451969","19.478179244509036","21.21155862453034","474","474","474"
"45600","19.51891691170379","17.46446836499845","21.573365458409135","475","475","475"
"45696","13.1313320725476","13.1313320725476","13.1313320725476","476","476","476"
"45792","18.651469598913096","18.36506196901237","18.937877228813825","477","477","477"
"45888","19.082279727189366","19.082279727189366","19.082279727189366","478","478","478"
"45984","21.76358800414998","21.253844932294108","22.273331076005856","479","479","479"
"46080","17.183609052265503","17.183609052265503","17.183609052265503","480","480","480"
"46176","18.242498729959976","16.35299848855188","20.131998971368077","481","481","481"
"46272","23.93914001451106","23.740201258006937","24.13807877101518","482","482","482"
"46368","23.514294037145092","23.514294037145092","23.514294037145092","483","483","483"
"46464","21.281116370879865","21.281116370879865","21.281116370879865","484","484","484"
"46560","20.04659987327941","16.35299848855188","23.740201258006937","485","485","485"
"46656","22.033487818094564","20.741025655253704","23.325949980935423","486","486","486"
"46752","20.25204145419907","15.43302581972079","25.07105708867735","487","487","487"
"46848","19.768474297910654","18.330740360067356","21.20620823575395","488","488","488"
"46944","22.951805148709962","22.951805148709962","22.951805148709962","489","489","489"
"47040","24.127542851338042","23.069638624174473","25.18544707850161","490","490","490"
"47136","15.151113405871463","7.347749679163412","22.954477132579516","491","491","491"
"47232","12.948202115813803","3.959394759305035","21.937009472322572","492","492","492"
"47328","23.3796479115881","22.95286636107086","23.80642946210534","493","493","493"
"47424","17.974549077738885","13.456433673661131","22.492664481816636","494","494","494"
"47520","16.05806858791115","9.707757365471998","22.408379810350304","495","495","495"
"47616","18.0448625166255","12.586843605744592","23.502881427506406","496","496","496"
"47712","21.69881530671195","21.69881530671195","21.69881530671195","497","497","497"
"47808","22.05380592964182","21.01577756048079","23.091834298802844","498","498","498"
"47904","26.40556711305223","26.40556711305223","26.40556711305223","499","499","499"
"48000","19.396364413095114","16.336133054640097","22.456595771550127","500","500","500"
"48096","23.3121888166448","21.43951028615205","25.184867347137548","501","501","501"
"48192","22.157533005749322","19.682794201761496","24.632271809737148","502","502","502"
"48288","20.345980928198593","19.82667590467389","20.86528595172329","503","503","503"
"48384","22.069355686805544","20.674245005032553","23.464466368578538","504","504","504"
"48480","24.543669975984894","24.543669975984894","24.543669975984894","505","505","505"
"48576","21.828794616711036","20.40664723629958","23.250941997122496","506","506","506"
"48672","16.318192437432252","13.207367228259136","19.429017646605367","507","507","507"
"48768","18.443072517498024","15.632691485999278","21.25345354899677","508","508","508"
"48864","22.688630950146404","21.55546229867185","23.821799601620963","509","509","509"
"48960","24.420623532983655","24.420623532983655","24.420623532983655","510","510","510"
"49056","22.711234749022005","22.711234749022005","22.711234749022005","511","511","511"
"49152","19.627330864249814","15.15233322034338","24.102328508156244","512","512","512"
"49248","20.670838774944105","18.74204537975977","22.59963217012844","513","513","513"
"49344","18.529406735499524","13.970291058067241","23.08852241293181","514","514","514"
"49440","20.690422491836","20.690422491836","20.690422491836","515","515","515"
"49536","20.62459510084737","13.687819530808992","27.561370670885747","516","516","516"
"49632","23.823123514795043","22.74759226224622","24.89865476734387","517","517","517"
"49728","21.51509816296083","16.114166945171526","26.916029380750132","518","518","518"
"49824","21.70939912502743","16.03520780685319","27.38359044320167","519","519","519"
"49920","26.217217355917946","26.217217355917946","26.217217355917946","520","520","520"
"50016","22.175481910975314","18.665307760047945","25.685656061902684","521","521","521"
"50112","23.234389279455513","17.971550439760275","28.497228119150748","522","522","522"
"50208","25.196662602438458","24.75945723181499","25.63386797306192","523","523","523"
"50304","26.157267619421578","22.754558276968524","29.559976961874632","524","524","524"
"50400","24.532379087091492","20.425654186133997","28.63910398804899","525","525","525"
"50496","25.02112226492065","21.609221376946568","28.433023152894734","526","526","526"
"50592","25.576984327481767","24.7390482123873","26.414920442576232","527","527","527"
"50688","29.494377427187846","29.494377427187846","29.494377427187846","528","528","528"
"50784","27.072184117192332","24.773720873663535","29.37064736072113","529","529","529"
"50880","17.052636963396722","11.879617444842799","22.225656481950647","530","530","530"
"50976","25.67021455169174","25.67021455169174","25.67021455169174","531","531","531"
"51072","25.855583028261854","25.75438288637964","25.95678317014407","532","532","532"
"51168","23.750146135080463","22.253466559593704","25.246825710567222","533","533","533"
"51264","22.603977751135794","18.991886691755713","26.21606881051587","534","534","534"
"51360","28.576272479249397","28.576272479249397","28.576272479249397","535","535","535"
"51456","20.50805679129615","16.28194316582465","24.734170416767647","536","536","536"
"51552","22.41933993059767","21.433438266196788","23.40524159499855","537","537","537"
"51648","26.6224090218493","26.62015718772337","26.624660855975236","538","538","538"
"51744","27.90923151831006","27.90923151831006","27.90923151831006","539","539","539"
"51840","23.826448903270894","21.40282055744289","26.2500772490989","540","540","540"
"51936","20.724851190329662","12.69207932717135","28.757623053487976","541","541","541"
"52032","15.256862117208751","8.813049432506945","21.700674801910555","542","542","542"
"52128","23.45579252823339","21.222402433654068","25.689182622812712","543","543","543"
"52224","27.17955772257523","25.375424679649793","28.983690765500665","544","544","544"
"52320","17.908622603060948","17.908622603060948","17.908622603060948","545","545","545"
"52416","20.165205383057295","14.721793255016784","25.608617511097805","546","546","546"
"52512","22.629251102960517","16.26436000138027","28.99414220454077","547","547","547"
"52608","25.31160419335734","21.627042253452117","28.996166133262566","548","548","548"
"52704","26.372905868690104","26.363696688155855","26.382115049224357","549","549","549"
"52800","12.592017435152421","12.592017435152421","12.592017435152421","550","550","550"
"52896","27.570754954740835","26.45292205547265","28.688587854009015","551","551","551"
"52992","27.139042706098333","26.503515318109827","27.77457009408684","552","552","552"
"53088","27.51728029287917","26.038394452495776","28.996166133262566","553","553","553"
"53184","21.64517197947744","21.55242059875023","21.737923360204643","554","554","554"
"53280","23.03773958856558","19.000502078600377","27.074977098530784","555","555","555"
"53376","26.19826331979951","24.68299189062125","27.713534748977764","556","556","556"
"53472","24.543667830703","21.83104233781884","27.25629332358716","557","557","557"
"53568","24.412044784197782","21.918794440118734","26.905295128276826","558","558","558"
"53664","26.483619389297424","26.310587110634067","26.65665166796078","559","559","559"
"53760","23.630899790004037","17.709934180820035","29.55186539918804","560","560","560"
"53856","23.300940628121595","22.79545179413785","23.80642946210534","561","561","561"
"53952","24.29214950171295","24.29214950171295","24.29214950171295","562","562","562"
"54048","26.79124615044095","26.79124615044095","26.79124615044095","563","563","563"
"54144","26.720209005832945","26.720209005832945","26.720209005832945","564","564","564"
"54240","20.761970775238936","17.183609052265503","24.340332498212366","565","565","565"
"54336","26.773435524388738","26.406622981359742","27.14024806741773","566","566","566"
"54432","24.26161061049381","20.962509816380198","27.560711404607428","567","567","567"
"54528","22.128793283390493","15.779965255920914","28.477621310860076","568","568","568"
"54624","26.272829195887716","24.49708024351769","28.048578148257743","569","569","569"
"54720","23.747735474378743","21.32760717319394","26.167863775563543","570","570","570"
"54816","21.23436085710932","16.031569682049902","26.437152032168736","571","571","571"
"54912","24.488081431718058","24.102909102158502","24.873253761277613","572","572","572"
"55008","24.46656781684096","21.791194773004122","27.1419408606778","573","573","573"
"55104","19.831131258833526","14.341573337175204","25.320689180491847","574","574","574"
"55200","26.09535091882238","26.09535091882238","26.09535091882238","575","575","575"
"55296","12.883345747756085","0.3836174986676703","25.383073996844498","576","576","576"
"55392","20.187655082516613","14.66844444439105","25.706865720642174","577","577","577"
"55488","21.215229321447943","16.336133054640097","26.09432558825579","578","578","578"
"55584","23.085591974214346","19.94891865129864","26.22226529713005","579","579","579"
"55680","26.76639538198587","26.343553618999497","27.189237144972243","580","580","580"
"55776","18.217423772095984","7.489149771390597","28.945697772801367","581","581","581"
"55872","19.28297475067153","13.91098530575912","24.654964195583943","582","582","582"
"55968","26.75893571600958","26.75893571600958","26.75893571600958","583","583","583"
"56064","23.531675933670325","20.174747295085183","26.888604572255467","584","584","584"
"56160","25.245304984007166","24.754746131810762","25.73586383620357","585","585","585"
"56256","28.444366642946264","28.444366642946264","28.444366642946264","586","586","586"
"56352","23.019887797310492","23.019887797310492","23.019887797310492","587","587","587"
"56448","23.12649321818687","23.12649321818687","23.12649321818687","588","588","588"
"56544","20.60344951075016","16.19330467865304","25.013594342847284","589","589","589"
"56640","19.573785080478494","14.372980291117628","24.77458986983936","590","590","590"
"56736","22.742647920736452","20.850888432741133","24.634407408731775","591","591","591"
"56832","25.964160043415085","24.22785159689704","27.700468489933126","592","592","592"
"56928","23.043433743638612","21.791194773004122","24.295672714273103","593","593","593"
"57024","27.092368711500093","26.542623126066005","27.64211429693418","594","594","594"
"57120","17.851794700541937","7.560922824650426","28.142666576433445","595","595","595"
"57216","27.435286067996174","26.720209005832945","28.1503631301594","596","596","596"
"57312","18.695580773661096","11.390996997360112","26.00016454996208","597","597","597"
"57408","25.87113356053994","25.36864423978395","26.373622881295923","598","598","598"
"57504","24.483662594924997","24.277254990160188","24.690070199689806","599","599","599"
"57600","24.024364842782806","21.83104233781884","26.21768734774677","600","600","600"
"57696","25.23340235170462","21.862967826263947","28.603836877145287","601","601","601"
"57792","17.65771241623359","9.158827728657352","26.15659710380983","602","602","602"
"57888","26.424909617677923","26.2089859584347","26.640833276921146","603","603","603"
"57984","14.046676685420774","6.556518908090554","21.536834462750992","604","604","604"
"58080","22.2359181221902","21.30406049134659","23.167775753033805","605","605","605"
"58176","25.62716890328752","25.03556825668997","26.218769549885067","606","606","606"
"58272","20.3701437785966","13.580108511772927","27.160179045420275","607","607","607"
"58368","22.89965911129417","19.6564482802623","26.14286994232604","608","608","608"
"58464","12.247167579309036","0.3836174986676703","24.1107176599504","609","609","609"
"58560","25.241415138906785","24.360157228147962","26.122673049665607","610","610","610"
"58656","23.136890637021256","20.679298519020836","25.594482755021676","611","611","611"
"58752","20.955975521500545","20.955975521500545","20.955975521500545","612","612","612"
"58848","22.61555097288482","17.430154646565413","27.800947299204225","613","613","613"
"58944","29.169415549272205","29.169415549272205","29.169415549272205","614","614","614"
"59040","14.406924729483784","0.3836174986676703","28.430231960299896","615","615","615"
"59136","26.089562901124552","25.871211151827705","26.307914650421395","616","616","616"
"59232","26.042277458055853","26.042277458055853","26.042277458055853","617","617","617"
"59328","20.697273566842345","13.523999945322915","27.870547188361776","618","618","618"
"59424","22.88465893296123","17.85627332903638","27.913044536886083","619","619","619"
"59520","22.032535919115826","16.19330467865304","27.871767159578614","620","620","620"
"59616","24.63480895191895","21.440364123850642","27.82925377998725","621","621","621"
"59712","22.935787262137644","19.67069755563932","26.20087696863597","622","622","622"
"59808","19.81900585308432","17.093401295761865","22.54461041040678","623","623","623"
"59904","22.51408186174427","21.854994606561426","23.173169116927113","624","624","624"
"60000","27.263498731507823","26.30496945821784","28.22202800479781","625","625","625"
"60096","19.154035022153813","13.523902258529045","24.784167785778585","626","626","626"
"60192","23.533603875635766","18.282814883040807","28.784392868230725","627","627","627"
"60288","18.688640324092955","18.688640324092955","18.688640324092955","628","628","628"
"60384","21.949642797938168","21.44977971701563","22.44950587886071","629","629","629"
"60480","26.02484764349113","25.377500426806453","26.672194860175804","630","630","630"
"60576","23.105548859862502","18.904395537805236","27.30670218191977","631","631","631"
"60672","25.257493746560165","23.794778487287385","26.720209005832945","632","632","632"
"60768","23.941293860740664","21.83104233781884","26.05154538366249","633","633","633"
"60864","24.444632794173483","21.918794440118734","26.97047114822823","634","634","634"
"60960","25.87972803657226","25.16872816069083","26.590727912453687","635","635","635"
"61056","21.369149624885818","19.06366391382211","23.674635335949525","636","636","636"
"61152","26.837638815028605","26.43923094278349","27.23604668727372","637","637","637"
"61248","21.544942312475307","20.99946817413224","22.09041645081837","638","638","638"
"61344","26.235219672526096","26.209331637015342","26.26110770803685","639","639","639"
"61440","25.21659134767845","24.602945007365637","25.83023768799126","640","640","640"
"61536","27.02926977493925","27.02926977493925","27.02926977493925","641","641","641"
"61632","27.43643686703188","27.43643686703188","27.43643686703188","642","642","642"
"61728","26.823304984970857","26.823304984970857","26.823304984970857","643","643","643"
"61824","23.451460123742958","17.51963778186909","29.383282465616826","644","644","644"
"61920","23.21451983164269","21.50416395740795","24.924875705877426","645","645","645"
"62016","23.822905631489746","21.114797148679806","26.53101411429969","646","646","646"
"62112","21.183460926980775","16.336133054640097","26.030788799321453","647","647","647"
"62208","25.744257223444347","25.204369284297623","26.28414516259107","648","648","648"
"62304","27.532883870416548","26.456978610630486","28.608789130202606","649","649","649"
"62400","24.586042409814635","20.094283111326007","29.077801708303262","650","650","650"
"62496","26.063389205559723","25.595764296819752","26.53101411429969","651","651","651"
"62592","26.021135076624805","26.021135076624805","26.021135076624805","652","652","652"
"62688","21.4056602775425","21.4056602775425","21.4056602775425","653","653","653"
"62784","24.610946238843056","22.919511601554625","26.302380876131487","654","654","654"
"62880","22.9372452250493","19.837295671432315","26.037194778666283","655","655","655"
"62976","25.871066843245583","25.252283596974394","26.48985008951677","656","656","656"
"63072","26.681848537865278","26.2670649089778","27.096632166752755","657","657","657"
"63168","21.459918955913032","19.871686249864396","23.048151661961665","658","658","658"
"63264","24.024243980102273","21.342139577054464","26.706348383150083","659","659","659"
"63360","27.39344912865748","27.39344912865748","27.39344912865748","660","660","660"
"63456","20.96512211644969","16.336133054640097","25.59411117825929","661","661","661"
"63552","27.028200949325477","25.440520472002415","28.61588142664854","662","662","662"
"63648","25.732357687670735","25.732357687670735","25.732357687670735","663","663","663"
"63744","13.672498699072113","0.3836174986676703","26.961379899476555","664","664","664"
"63840","27.28317447677363","25.486688004868917","29.079660948678345","665","665","665"
"63936","27.758507156210484","27.758507156210484","27.758507156210484","666","666","666"
"64032","22.76299802390431","16.42168736576755","29.104308682041065","667","667","667"
"64128","18.8791879255556","9.158827728657352","28.599548122453843","668","668","668"
"64224","23.619260654542806","20.68153209755648","26.556989211529135","669","669","669"
"64320","25.029564583449076","25.029564583449076","25.029564583449076","670","670","670"
"64416","25.785970240912754","25.726105885075228","25.84583459675028","671","671","671"
"64512","25.236794687145746","25.236794687145746","25.236794687145746","672","672","672"
"64608","25.28923175754047","22.623604669841853","27.954858845239087","673","673","673"
"64704","20.856485751298226","18.911989259113795","22.800982243482657","674","674","674"
"64800","22.658948197928055","17.166085815812057","28.15181058004405","675","675","675"
"64896","22.43404887721956","19.0915772207495","25.776520533689624","676","676","676"
"64992","24.388418928033204","23.16846303455884","25.608374821507567","677","677","677"
"65088","19.804521951004826","16.26436000138027","23.344683900629384","678","678","678"
"65184","26.037824248890672","23.12964091563389","28.946007582147452","679","679","679"
"65280","27.533625364244337","27.533625364244337","27.533625364244337","680","680","680"
"65376","21.52817103023652","21.52817103023652","21.52817103023652","681","681","681"
"65472","24.602465635636367","24.088538314530663","25.11639295674207","682","682","682"
"65568","26.527566083127752","26.474650446564404","26.580481719691104","683","683","683"
"65664","26.725728344432902","25.10177528413332","28.349681404732486","684","684","684"
"65760","24.357512570123063","21.382599179171596","27.33242596107453","685","685","685"
"65856","25.183131762406084","23.887257319416427","26.479006205395745","686","686","686"
"65952","18.364888526837277","10.526077157479406","26.203699896195147","687","687","687"
"66048","23.535500302155228","21.548483200993754","25.5225174033167","688","688","688"
"66144","24.91456645641606","22.16811163351574","27.66102127931638","689","689","689"
"66240","26.696201933004374","26.696201933004374","26.696201933004374","690","690","690"
"66336","26.337725683716133","26.05079051145703","26.624660855975236","691","691","691"
"66432","27.04816670153975","26.58172115992309","27.514612243156403","692","692","692"
"66528","28.878972599405856","28.878972599405856","28.878972599405856","693","693","693"
"66624","21.430605790712804","17.33609249220132","25.52511908922429","694","694","694"
"66720","23.226497259014344","21.358437644140174","25.09455687388851","695","695","695"
"66816","27.178889613673597","26.53101411429969","27.826765113047504","696","696","696"
"66912","26.556203617416234","26.486627452153197","26.62577978267927","697","697","697"
"67008","26.80225054256583","26.577602191816666","27.026898893314996","698","698","698"
"67104","24.228133738557922","23.165191001085514","25.291076476030327","699","699","699"
"67200","21.6743464278167","16.407625504124532","26.941067351508867","700","700","700"
"67392","26.251470155587327","25.73423216831429","26.768708142860365","702","702","702"
"67488","25.190495357614587","23.91171604170921","26.46927467351997","703","703","703"
"67584","22.42444770523401","21.382599179171596","23.466296231296422","704","704","704"
"67680","27.67189473385706","26.450205406061272","28.893584061652845","705","705","705"
"67776","22.36853522452061","21.331885941698083","23.405184507343137","706","706","706"
"67872","26.46343822409856","26.46343822409856","26.46343822409856","707","707","707"
"67968","22.661470454952692","19.64445793910568","25.6784829707997","708","708","708"
"68064","22.78590406720463","19.26683867619142","26.30496945821784","709","709","709"
"68160","24.521705869995742","23.14856194272441","25.894849797267078","710","710","710"
"68256","24.05481338697891","21.918794440118734","26.190832333839086","711","711","711"
"68352","13.31391652613942","0.3836174986676703","26.24421555361117","712","712","712"
"68448","23.5729544477565","21.632667783488824","25.513241112024176","713","713","713"
"68544","16.612341897963894","7.560922824650426","25.663760971277362","714","714","714"
"68640","23.117927041367608","23.117927041367608","23.117927041367608","715","715","715"
"68736","21.10152864934794","16.336133054640097","25.866924244055788","716","716","716"
"68832","26.268382397456385","26.000068647790627","26.53669614712214","717","717","717"
"68928","27.88576983209647","27.88576983209647","27.88576983209647","718","718","718"
"69024","25.320514384447193","21.452483648380273","29.18854512051411","719","719","719"
"69120","23.88427751694133","21.35179547208188","26.416759561800784","720","720","720"
"69216","21.35344692134941","16.336133054640097","26.37076078805872","721","721","721"
"69312","26.338965556964432","26.05818470893301","26.61974640499585","722","722","722"
"69408","24.75714947336622","22.933977967499285","26.580320979233154","723","723","723"
"69504","16.187286597364896","7.418094448663366","24.956478746066423","724","724","724"
"69600","18.878322252493437","18.878322252493437","18.878322252493437","725","725","725"
"69696","23.208427811583814","18.752611446860953","27.664244176306674","726","726","726"
"69792","27.064326422081958","26.744458574346655","27.38419426981726","727","727","727"
"69888","26.577602191816666","26.577602191816666","26.577602191816666","728","728","728"
"69984","26.585328132666852","26.585328132666852","26.585328132666852","729","729","729"
"70080","20.770952330319005","19.741717970665203","21.800186689972808","730","730","730"
"70176","26.395738112382226","25.924295188643644","26.867181036120805","731","731","731"
"70272","27.26879193964657","26.563000196651817","27.974583682641324","732","732","732"
"70368","27.958631976676024","27.958631976676024","27.958631976676024","733","733","733"
"70464","26.952870155153732","26.696201933004374","27.209538377303094","734","734","734"
"70560","22.732878373922432","18.836391165984143","26.629365581860718","735","735","735"
"70656","25.97150261593368","25.11662095636204","26.826384275505315","736","736","736"
"70752","22.002569895944912","16.248380952340202","27.756758839549622","737","737","737"
"70848","22.54662238912783","17.36370999847694","27.72953477977872","738","738","738"
"70944","28.162132404151194","28.162132404151194","28.162132404151194","739","739","739"
"71040","20.552333076125027","12.726638286207875","28.378027866042178","740","740","740"
"71136","27.78090481626059","26.752592452049612","28.80921718047157","741","741","741"
"71232","26.96842572831699","26.670361778490538","27.266489678143444","742","742","742"
"71328","24.741146960474374","23.21647879685388","26.26581512409487","743","743","743"
"71424","26.275863540113555","23.2380398397537","29.31368724047341","744","744","744"
"71520","22.914095524837908","17.116558842413113","28.711632207262703","745","745","745"
"71616","16.871201121316503","6.940209704409108","26.8021925382239","746","746","746"
"71712","27.001330107155994","26.503985035246718","27.498675179065273","747","747","747"
"71808","23.51111849799282","19.677859079726325","27.344377916259315","748","748","748"
"71904","27.346119274608384","26.485814384786753","28.206424164430015","749","749","749"
"72000","18.343600130768053","9.114945729717336","27.57225453181877","750","750","750"
"72096","25.253486394044447","21.48039695530767","29.026575832781226","751","751","751"
"72192","26.89511354040735","26.624660855975236","27.16556622483947","752","752","752"
"72288","25.253214788592842","23.97541546288599","26.53101411429969","753","753","753"
"72384","16.336133054640097","16.336133054640097","16.336133054640097","754","754","754"
"72480","20.82017047158876","16.336133054640097","25.30420788853742","755","755","755"
"72576","26.474507536625122","26.27939312635118","26.669621946899063","756","756","756"
"72672","27.804595007411976","26.636782689639404","28.972407325184545","757","757","757"
"72768","24.565683485159035","21.52817103023652","27.603195940081548","758","758","758"
"72864","21.85631760884154","16.300246528010184","27.412388689672895","759","759","759"
"72960","27.22994423931136","26.354773326411472","28.10511515221125","760","760","760"
"73056","25.688060191999412","25.327829232541212","26.048291151457615","761","761","761"
"73248","22.700386868661507","18.97406525137945","26.426708485943564","763","763","763"
"73344","17.330639204643006","17.006066035570786","17.655212373715226","764","764","764"
"73440","21.990541971224907","21.36898331619121","22.612100626258602","765","765","765"
"73536","21.939663835886158","19.857389471249828","24.02193820052249","766","766","766"
"73632","22.09685745271898","19.726031749279013","24.467683156158945","767","767","767"
"73728","24.222450638598065","22.123316566136182","26.32158471105995","768","768","768"
"73824","22.526710073628955","16.26436000138027","28.789060145877638","769","769","769"
"73920","27.771564714122178","27.771564714122178","27.771564714122178","770","770","770"
"74016","27.58634546131477","26.577602191816666","28.595088730812876","771","771","771"
"74112","21.862933332799734","17.434786396567205","26.291080269032268","772","772","772"
"74208","25.834039537795896","25.201571845346148","26.466507230245647","773","773","773"
"74304","24.525832752791246","22.427004649607255","26.624660855975236","774","774","774"
"74400","25.247670804551266","23.861348898240628","26.633992710861904","775","775","775"
"74496","21.528368370653205","17.81521524242235","25.241521498884055","776","776","776"
